0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
11,0.018441327,0.0159070905,0.013187519749999998,0.018465523249999997,0.023858682,0.018882893249999998,0.015705874249999998,0.0204694105,0.03218288525,0.04916239775,0.05427762675,0.04454643625,0.0384966875,0.04547318325,0.05601445499999999,0.06324973524999998,0.07805734799999998,0.09384940850000001,0.08533838650000003,0.06222654375000003,0.048343510250000034,0.04682521900000003,0.04156023100000004,0.02360185625000004,0.00836646200000004,0.0019506342500000412,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17,4.2500725161431774e-17
12,0.23840407800000002,0.23227302025000002,0.21816668225,0.17877521924999998,0.10586533475,0.053208196999999985,0.04010432349999998,0.028255638499999982,0.01115284699999998,0.003985281249999979,0.004032725249999978,0.004064925749999978,0.004095999999999978,0.004164313749999978,0.004170849499999978,0.012892227249999978,0.026493732249999978,0.03174000949999998,0.02631648649999998,0.010242187499999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.1973684,0.19894735,0.196736825,0.18428945,0.1506045,0.08909877500000002,0.03864452500000001,0.025043725000000017,0.02536925000000002,0.025661375000000018,0.022783975000000015,0.019683000000000013,0.016518825000000015,0.006618425000000025,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17,3.469446951953614e-17
14,0.13570034378303744,0.26786800341151656,0.3082238443952221,0.15307113878711612,0.07443394985194578,0.03619900719297515,0.01456921864817887,0.018994933805125656,0.015310356676836227,0.009850955116268654,0.00990002275376252,0.00899323114262587,0.007263805884092049,0.004865342614391857,0.0022912419684636195,2.5153490401663703e-17,2.5153490401663703e-17,0.00015738792998035164,0.00015738792998035164,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17,2.5153490401663703e-17
15,0.093195246,0.08795330700000001,0.08605345125,0.10032352025000002,0.10950949175000003,0.11838428725000004,0.13212407350000005,0.10851496000000005,0.05964609600000005,0.030571885750000048,0.02256354700000005,0.019236772000000048,0.016520472500000046,0.014110439000000047,0.01160169100000005,0.011806244750000049,0.011200869250000049,0.00989044600000005,0.01013973850000005,0.01047478250000005,0.01075109375000005,0.009621014750000049,0.006100794250000048,0.0024111517500000484,0.000489869250000048,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17,4.7921736023859296e-17
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03789124175,0.1656492,0.23997585575,0.1548302395,0.08096775,0.082854325,0.09509687075000002,0.08572873650000001,0.04606828175,0.01093749900000001,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17,1.734723475976807e-17
17,0.009988,0.007991,0.003996999999999999,0.003712399999999999,0.0054248,0.0037123999999999994,0.0037123999999999994,0.007137199999999999,0.0088496,0.0090996,0.022161525,0.0503778,0.10604254999999999,0.1726815,0.172536375,0.123316075,0.08292035,0.05694690000000001,0.04867255000000001,0.044247775,0.03097345,0.014774349999999999,0.006712399999999997,0.006499999999999997,0.005499999999999996,0.0019999999999999987,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18,1.3010426069826053e-18
18,0.002785674,0.0024662307500000003,0.0018563092500000003,0.0021955440000000007,0.004220238750000001,0.014844206,0.027221786249999998,0.023095166249999997,0.013762191499999996,0.017226667499999994,0.04301166749999999,0.06288702499999999,0.09569210174999998,0.17868808674999997,0.198513748,0.12447386049999999,0.06265294675,0.038174136000000004,0.027132024000000005,0.019780386000000004,0.015623359250000001,0.010983776500000004,0.005205918750000005,0.002518518500000005,0.001362188750000005,0.000644184250000005,0.000870949500000005,0.001113168000000005,0.000949427500000005,0.0007410355000000051,0.0007165270000000052,0.000689313000000005,0.0005121960000000049,0.00017511300000001525,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17,2.5587171270657905e-17
19,0.0,0.001,0.003,0.004,0.004,0.004,0.004,0.006760475,0.012881424999999998,0.01972835,0.026711299999999997,0.036043274999999986,0.11286559999999995,0.22148517499999998,0.19626245000000003,0.10444770000000003,0.06822095000000004,0.04410465000000004,0.03141862500000004,0.03503495000000005,0.02596517500000005,0.013831425000000046,0.007313975000000047,0.004407000000000047,0.003703500000000047,0.003703500000000047,0.0036570000000000474,0.0014535000000000476,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17,4.7704895589362195e-17
20,0.0,0.0,0.0094585255,0.0284463135,0.046356915,0.061829065499999995,0.06326083424999998,0.05140772824999998,0.044242254749999974,0.04102909474999998,0.03390840499999998,0.025112124249999986,0.018461920249999986,0.01625856549999998,0.019553719249999983,0.029271778249999984,0.04499437449999998,0.06125923749999998,0.07002130774999998,0.06626368975,0.05721085224999999,0.05340938325,0.05217052575,0.04460388425,0.03397752475,0.02110913575,0.006382841500000012,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17,2.42861286636753e-17
21,0.0,0.00125,0.00375,0.004999999999999999,0.007499999999999998,0.016102949999999998,0.033161775,0.05147057499999999,0.06617644999999998,0.07117647499999998,0.054367674999999976,0.03863384999999998,0.04081177499999997,0.04569264999999997,0.046764699999999965,0.04141174999999997,0.033058824999999965,0.035911774999999965,0.05682352499999997,0.07252939999999997,0.06132342499999997,0.04341357499999997,0.03460684999999997,0.029001999999999965,0.025774999999999965,0.024049999999999964,0.022019999999999963,0.019922499999999968,0.01385999999999997,0.004432499999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.009222460086660897,0.021702936300672,0.05288670268173908,0.08182686226694515,0.11150533637264792,0.11994031633100519,0.09067501086539888,0.07139330178296771,0.04824248557947238,0.049873455113231796,0.060104082188631794,0.04593230333914367,0.038804807840932265,0.036706092119912756,0.0348050410411128,0.030697694049953504,0.020838543637383324,0.025525139947311176,0.02417089518573918,0.010018673767894684,0.00396383037710679,0.004980645014976748,0.004380377899976243,0.0014025799659855235,0.0004004262431983438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.013561591000000001,0.01561351025,0.019382066250000003,0.027486861500000008,0.04195180000000001,0.05114376400000002,0.055869736750000024,0.06197104625000003,0.06009887100000003,0.050132393750000025,0.04369007375000002,0.04660025050000002,0.05506450900000003,0.06373160075000003,0.06547732325000005,0.05416869350000005,0.04237405600000005,0.04381529850000006,0.042385247500000056,0.02918428775000006,0.020990177250000054,0.019943155250000053,0.01708152775000005,0.014398541500000053,0.012838533750000054,0.011023070000000057,0.009080528250000056,0.006273168500000056,0.004864274500000055,0.0030814135000000547,0.001263198500000055,0.002879344500000055,0.0041976777500000555,0.001943996750000055,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17,5.5077470362263625e-17
24,0.0,0.0,0.0,0.0045000000000000005,0.013994725000000001,0.02004485,0.022705524999999997,0.024310950000000005,0.028822100000000003,0.0394442,0.051666525000000005,0.0851111,0.11522222499999998,0.09899999999999999,0.076666675,0.06694444999999999,0.062405549999999976,0.06364444999999998,0.05451667499999998,0.04249999999999998,0.03549999999999998,0.02849999999999998,0.021499999999999977,0.014499999999999976,0.009999999999999976,0.007999999999999976,0.005999999999999977,0.0034999999999999767,0.0009999999999999766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0248447,0.029503100000000004,0.04813665,0.069875775,0.07453417500000001,0.0978261,0.14906832499999997,0.15527952499999997,0.10714287499999997,0.06366457499999996,0.04658382499999996,0.03571427499999996,0.021739124999999956,0.013975174999999956,0.010869599999999955,0.007763999999999956,0.007763999999999955,0.009316799999999955,0.012422324999999953,0.01552784999999995,0.010869524999999951,0.0062111999999999515,0.0046583999999999515,0.0015527999999999688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.013629025,0.0418231,0.061452675,0.0732424,0.093532125,0.12612897499999998,0.12921475,0.08907464999999999,0.0566341,0.048387099999999995,0.048387099999999995,0.03475807499999999,0.021129049999999993,0.030083074999999994,0.033472575,0.022099274999999998,0.0162905,0.014459775000000001,0.018193575000000003,0.019943575,0.008064525000000001,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18
27,0.233657974,0.21947866924999998,0.18370131474999996,0.13998812974999997,0.09902677749999997,0.06667320474999996,0.04472886074999996,0.035532945999999954,0.034460989999999955,0.03291435499999996,0.026473735749999963,0.01779344824999996,0.013677251249999963,0.013523631999999963,0.012597358999999963,0.010965131999999963,0.011760528999999962,0.010807035749999963,0.008375932749999964,0.007160100499999965,0.0049511904999999645,0.0029852502499999644,0.0014354117499999642,0.0002725992499999642,0.0001523254999999642,7.616274999996652e-05,8.461949999996653e-05,0.00016923899999996423,8.461949999996653e-05,3.729449999996653e-05,7.458899999996424e-05,3.729449999996654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.16,0.1575,0.14900000000000002,0.13337500000000002,0.110375,0.086,0.06999999999999999,0.05687499999999998,0.03874999999999998,0.024374999999999973,0.02249999999999997,0.02562499999999997,0.023749999999999966,0.018124999999999964,0.011874999999999962,0.008124999999999962,0.0074999999999999616,0.00937499999999996,0.01062499999999996,0.008749999999999963,0.006874999999999963,0.0048749999999999636,0.0027499999999999634,0.001999999999999963,0.0019999999999999636,0.0019999999999999636,0.0021249999999999637,0.002374999999999964,0.001874999999999964,0.000624999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.2492542721689504,0.23306873570818948,0.19231401491411917,0.1417119147304399,0.09632440760619533,0.06191347426141393,0.039163832431673436,0.026736856934923406,0.019211204557761083,0.013873199836709397,0.010212387278180244,0.007467730279074233,0.005773225908436677,0.006502681242409691,0.005714053933121588,0.004387999432054599,0.0031672133569857117,0.001644036314967842,0.0012156709191577075,0.0013046071712602871,0.0011354111576035919,0.0004189386823946952,0.000262107260831115,0.0003457482145752123,0.0003556805129662163,0.00010397036251976957,0.00018372157379054267,0.00018017432436518409,0.00023521191931554373,0.0002549801435948774,0.000104720585386742,8.495236110740833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.024940936191099772,0.042668363817207525,0.11120664243558949,0.16399111064413638,0.15380894014867372,0.12550999654756284,0.10540743560289025,0.07936501478563182,0.05092545722461568,0.03758349298436178,0.027268450552434653,0.020810497597586103,0.016742792144075206,0.013968276769340617,0.00922670821948037,0.007580378868136599,0.006230083166666566,0.0032264935028973266,0.0027983583504764663,0.0027180489888781086,0.0017926950470702108,0.0009527169072951866,0.0011935389178552675,0.0008899530615927787,0.0005127461033909401,0.000401329076667379,8.135754252576742e-05,2.0916164284250457e-05,0.00032588656845611665,0.0003049704041719145,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,8.439880250053044e-06,8.439880250053044e-06,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17,4.83554168928535e-17
31,0.02664761562758422,0.03545016678088861,0.07911470832943462,0.11930644439330448,0.10181111147639652,0.07350451787805141,0.06930043067149852,0.05909093667889808,0.04289123964099747,0.03425492819191305,0.02634733416112624,0.03403652741705841,0.042644439330448675,0.037372757182705336,0.03553326640180662,0.03041603928897473,0.027349516600957413,0.02872398331938221,0.023832248014182038,0.02070005487710813,0.013444744821447066,0.009221594774283099,0.014788510706093867,0.011010730118428319,0.005394384326895579,0.003988857671035741,0.0014318878989654066,0.0021319984118514114,0.0021939058592060565,0.00032115499874817415,0.0004848202837930242,0.00035566435440999967,0.0,0.00011364366295843691,0.00011364366295843691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.08736069699999999,0.09589490525,0.11831601350000001,0.13604994225,0.12964291900000002,0.10647995975000002,0.08302505675000002,0.06358136200000002,0.04535352750000002,0.029418762500000018,0.022986687500000023,0.02235848325000002,0.019603148750000018,0.01520176550000002,0.01176516050000002,0.011578713500000018,0.01385949500000002,0.014616807750000025,0.013748533750000026,0.014451237250000028,0.013711497250000027,0.009744029250000029,0.005134335500000029,0.0020015570000000284,0.0008232337500000283,0.0003552010000000284,0.0001302360000000284,7.28267500000284e-05,3.987700000002839e-05,2.5199000000028386e-05,1.7529500000028388e-05,9.422750000028388e-06,2.5750000000340447e-06,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17,3.970128127075631e-17
