,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,0.0007998391717029809,0.0007998391717029809,0.0007998391717029809,0.0007998391717029809,0.004175873182750627,0.004175873182750627,0.004175873182750627,0.004175873182750627,0.013334238122877201,0.013334238122877201,0.013334238122877201,0.013334238122877201,0.05362846681716943,0.05362846681716943,0.05362846681716943,0.05362846681716943,0.1122050068845706,0.1122050068845706,0.1122050068845706,0.1122050068845706,0.03788397712455624,0.03788397712455624,0.03788397712455624,0.03788397712455624,0.02563537781004079,0.02563537781004079,0.02563537781004079,0.02563537781004079,0.0010833790073876371,0.0010833790073876371,0.0010833790073876371,0.0010833790073876371,0.001253841878944548,0.001253841878944548,0.001253841878944548,0.001253841878944548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0019487982852779316,0.0,0.0018990218545856753,0.001110989523580711,0.0008485690880587126,0.008715614903725525,0.004977472990305241,0.0044626667755625305,0.012672535001703228,0.0066896007886037955,0.00684136787853907,0.011857040594357342,0.02246044080533004,0.032539555736398586,0.05442522049966669,0.11152920667220513,0.19093493867878225,0.15160554897671386,0.12941358341647077,0.08678572848730416,0.05807577176910118,0.03356202485122886,0.016876489062207626,0.007807994414517548,0.01742986917608816,0.011733143770171857,0.0037794710910679535,0.000854079645078402,0.002094873400678463,0.005569324955971386,0.0004990569067173022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0028324721872208187,0.0,0.0,0.005376762535184328,0.0012900065651739717,0.0025020654773444217,0.0024269431364904812,0.0037429580546030658,0.0013224783034410793,0.007577409779365181,0.0016722364663968015,0.024989963368860404,0.03344476803084219,0.03056747787828965,0.08529574806389678,0.26839726195516317,0.14680221301669297,0.12085597824246465,0.10699906064176462,0.05856748236782677,0.03619995051446419,0.008569713590366816,0.013619901003384453,0.010877954913668714,0.015497378981140574,0.0,0.0,0.00526715590494303,0.0,0.0,0.0,0.0053046590210107615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.006018538927987438,0.006018538927987438,0.006018538927987438,0.006018538927987438,0.009968445238413977,0.009968445238413977,0.009968445238413977,0.009968445238413977,0.0690692154221167,0.0690692154221167,0.0690692154221167,0.0690692154221167,0.1363561449480632,0.1363561449480632,0.1363561449480632,0.1363561449480632,0.019971874927958315,0.019971874927958315,0.019971874927958315,0.019971874927958315,0.008615780535460277,0.008615780535460277,0.008615780535460277,0.008615780535460277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.02963014061468446,0.02963014061468446,0.02963014061468446,0.02963014061468446,0.036831878900764344,0.036831878900764344,0.036831878900764344,0.036831878900764344,0.036666404819648855,0.036666404819648855,0.036666404819648855,0.036666404819648855,0.06222392627597958,0.06222392627597958,0.06222392627597958,0.06222392627597958,0.06408306373488758,0.06408306373488758,0.06408306373488758,0.06408306373488758,0.013192339585143579,0.013192339585143579,0.013192339585143579,0.013192339585143579,0.007372246068891667,0.007372246068891667,0.007372246068891667,0.007372246068891667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0036065891070890606,0.03019395339432983,0.04093786241654926,0.011985229313879606,0.042908914866128904,0.056919960328048656,0.019449985612777287,0.06317445064283592,0.033646269872333004,0.03274225753240297,0.04322462876294034,0.05823940115308139,0.04692626109133827,0.05806497407273804,0.09349755705134619,0.11496971573351068,0.08162291280238361,0.06747469367731361,0.03434738623502687,0.016784721022144452,0.013152924161150291,0.011983378394886574,0.014764604529416187,0.0003167715648074606,0.004648597740832912,0.004415998920708569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0009966555656055977,0.004340949734110666,0.008010310903718048,0.005890656238970358,0.005882581564379744,0.012215168483051668,0.010431889453755162,0.015740435857612943,0.01786579012081443,0.01720718705868281,0.022718503031520305,0.019496237528834535,0.03206795956969533,0.04469297329430504,0.07027292890906915,0.09233295741886376,0.17913685444612615,0.14231176052165154,0.12471823943020421,0.055797269296964845,0.04970666553519949,0.021524391874171,0.013358845059311113,0.00910707023181351,0.008159411931849653,0.003193890208077003,0.0066717144873591275,0.00205282826052906,0.0011919697910414443,0.0010669817745129243,0.0009384472113299162,0.00028978850242060287,0.0003038987333441432,0.00027558770893833993,0.0,3.120026216633774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.00010000102294167041,0.006602061552494049,0.004084249156925575,0.0,0.0063403240794865975,0.0053188380571071465,0.011277702601424421,0.029275932573348165,0.030618937338282252,0.012386706966713342,0.02521335861321972,0.018993055701646566,0.047774606348415904,0.03403187354638345,0.06368860762224748,0.10813863360157605,0.20345899051768968,0.15292682854363,0.0777988616314261,0.04416691241527557,0.030397479439819606,0.032640254126627466,0.012557456470093108,0.008741385530025465,0.01290711109367879,0.0028210059257435683,0.008705034211017953,0.005413794163038998,0.0004525868828927404,0.0,0.0031674102668288523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.006911997852959907,0.006911997852959907,0.006911997852959907,0.006911997852959907,0.006225351905206167,0.006225351905206167,0.006225351905206167,0.006225351905206167,0.07250643487783272,0.07250643487783272,0.07250643487783272,0.07250643487783272,0.14277630229649033,0.14277630229649033,0.14277630229649033,0.14277630229649033,0.02040981484024697,0.02040981484024697,0.02040981484024697,0.02040981484024697,0.00016888270293521318,0.00016888270293521318,0.00016888270293521318,0.00016888270293521318,0.0010012155243285849,0.0010012155243285849,0.0010012155243285849,0.0010012155243285849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.013443741225065314,0.0557906197187929,0.05564631320392419,0.06752459215366785,0.05163572938538142,0.06117016654312008,0.05055814700468005,0.049616550554769843,0.06794482169517813,0.04076014755964077,0.05514597468073852,0.044399482044976034,0.03850831273959109,0.034244436103293745,0.038243299911964665,0.03263350873272886,0.07396047049797204,0.06602341640174357,0.029900441586300577,0.020128818837738278,0.017346940564394914,0.008393680631190432,0.010405437678785214,0.004741940911412218,0.002104093283305058,0.004979179896358271,0.0021383367138190458,0.0008501056211383201,3.70733190024102e-05,0.0013941472335272658,0.00026303724509679327,6.70363207021498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
