1	0.001706609	0.002728908	0.003623292	0.004257856	0.003124219	0.002813968	0.001362492	0.000702691	0.000933028	0.000992668	0.001246233	0.001128599	0.002219428	0.003529263	0.000955123	0.000626592	0.000748513	0.06380576	0.221352688	0.254775717	0.308118831	0.015252875	0.017139084	0.016738469	0.014234209	0.014404099	0.013564062	0.011140835	0.005397683	0.00534658	0.003829943	0.002199684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0.0010152	0.0020305	0.0030457	0.0030814	0.0020952	0.0030457	0.0030457	0.0041371	0.0061218	0.0081218	0.008198	0.0090457	0.0103046	0.0122132	0.026533	0.0459137	0.0599898	0.0811726	0.1571929	0.2230457	0.2267563	0.0426853	0.0233503	0.0092589	0.00928	0.0060914	0.0051067	0.0030457	0.0020305	0.0010152	0.0005	0.0010152	0.0005152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.0002	0.0003	0.0005	0.0005	0.001	0.001	0.001	0.0022051	0.002	0.002	0.002	0.0045	0.0055	0.0085	0.0146762	0.0274436	0.0677179	0.1249744	0.2010263	0.2523077	0.2423077	0.0130769	0.010213	0.005641	0.0032051	0.0032051	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0.007652689	0.007403878	0.007145478	0.006868545	0.00653758	0.006119971	0.005608771	0.005006499	0.004454624	0.004018798	0.004218075	0.003859351	0.005537772	0.007800912	0.016238051	0.039711066	0.130480909	0.17418733	0.173358243	0.110841286	0.085308709	0.057177016	0.046585817	0.017403048	0.014179735	0.017218434	0.007511442	0.008973758	0.005554022	0.003821854	0.003220332	0.005996004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.004012432	0.004824473	0.007547849	0.026273286	0.037152277	0.02017993	0.032673312	0.035441598	0.036920103	0.036577479	0.052350149	0.051864731	0.042443267	0.031884166	0.050801391	0.05159068	0.045781849	0.076725926	0.096745548	0.107014056	0.050119151	0.033739747	0.027254506	0.021366973	0.00357729	0.002956885	0.00597804	0.001234958	0.000823305	0.004144642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.0266272	0.0343787	0.0371302	0.0307101	0.0354201	0.027101	0.0325444	0.0414201	0.0484615	0.051686	0.0595858	0.0625444	0.0565302	0.06213	0.0660059	0.0671302	0.065798	0.0548817	0.041213	0.030503	0.0207101	0.0157515	0.0118682	0.0140101	0.0029586	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.001947389	0.002029843	0.001427171	0.002280365	0.004334442	0.002403087	0.00311703	0.010512988	0.010431401	0.011547739	0.018103042	0.019909894	0.023195632	0.035561346	0.022886925	0.035522351	0.096419846	0.094588739	0.126957807	0.221330322	0.191857637	0.019706935	0.010311932	0.008663545	0.006635056	0.003854807	0.003600194	0.003149234	0.00234577	0.001865196	0.000941411	0.000482185	0.00207874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0.000885903	0.002478756	0.005140117	0.004308464	0.005426016	0.004147611	0.010394779	0.011858162	0.020527735	0.02026754	0.019815818	0.012767569	0.014787773	0.037825923	0.048523542	0.060413016	0.178062524	0.193205623	0.123350995	0.052318432	0.042410487	0.035243723	0.017352373	0.017610376	0.02186766	0.019190982	0.002969563	0.003169133	0.003063731	0.002915826	0.002742112	0.00256361	0.002394126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0.001	0.002	0.003	0.004	0.005	0.0060074	0.006	0.0074074	0.007	0.0100148	0.008	0.0131222	0.0222222	0.0289296	0.0309447	0.0666667	0.099	0.1615556	0.1381481	0.1080185	0.1496296	0.0444444	0.0344444	0.0222222	0.0104074	0.004	0.0034074	0.002	0.0014074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0.031648455	0.038545683	0.043384358	0.035936102	0.056656351	0.055344081	0.055920447	0.049628996	0.054144401	0.042360423	0.035764236	0.031565993	0.046953544	0.042885891	0.040579528	0.028308399	0.066639823	0.059549692	0.065419172	0.0446905	0.02182356	0.016501358	0.012603045	0.008147157	0.007426862	0.002703534	0.001623568	0.000360534	0.000763251	0.000360534	0.000318353	0.000180283	0.001261887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
