Map,AM Peak,Midday,PM Peak,Night,Version
79,0.269252508,0.485728416,0.110286846,0.13473222799999998,1996
79,0.2746220155493,0.49116857548250004,0.12413452124828,0.110074887720212,Draft Final
80,0.3177230987626,0.48713006079349996,0.11951468469433,0.075632155749392,Draft Final
80,0.325170068,0.476190476,0.103628118,0.095011336,1996
81,0.3177230987626,0.48713006079349996,0.11951468469433,0.075632155749392,Draft Final
81,0.325170068,0.476190476,0.103628118,0.095011336,1996
82,0.3177230987626,0.48713006079349996,0.11951468469433,0.075632155749392,Draft Final
82,0.325170068,0.476190476,0.103628118,0.095011336,1996
83,0.3177230987626,0.48713006079349996,0.11951468469433,0.075632155749392,Draft Final
83,0.325170068,0.476190476,0.103628118,0.095011336,1996
84,0.2746220155493,0.49116857548250004,0.12413452124828,0.110074887720212,Draft Final
84,0.269252508,0.485728416,0.110286846,0.13473222799999998,1996
85,0.31180274660900004,0.4524183529489,0.12183032565058002,0.11394857479173398,Draft Final
85,0.30295776299999994,0.447479236,0.109151919,0.14041108,1996
86,0.1887893753053,0.35889901087899995,0.2386875028505,0.21362411096513803,Draft Final
86,0.19732393700000003,0.35951418700000004,0.232034297,0.21154371900000002,1996
87,0.18038012514760002,0.33267492906779994,0.22195498249159998,0.26498996329274394,Draft Final
87,0.18200079,0.33419498400000003,0.21906039400000002,0.265269237,1996
88,0.269252508,0.485728416,0.110286846,0.13473222799999998,1996
88,0.2746220155493,0.49116857548250004,0.12413452124828,0.110074887720212,Draft Final
89,0.31180274660900004,0.4524183529489,0.12183032565058002,0.11394857479173398,Draft Final
89,0.30295776299999994,0.447479236,0.109151919,0.14041108,1996
90,1.0,0.0,0.0,0.0,Draft Final
90,1.0,0.0,0.0,0.0,1996
91,0.8215002233586,0.15175146169650003,0.02181152545639,0.004936789490130123,Draft Final
91,0.8688588700000001,0.10339263399999997,0.021747523999999997,0.006000973999999999,1996
92,0.7501434878012,0.22379378481580003,0.018983083394458006,0.007079643988973,Draft Final
92,0.85337252,0.100510154,0.027602930999999997,0.018514397000000002,1996
93,0.7287064532291699,0.22414864672421,0.038443625038449995,0.0087012750087,Draft Final
93,0.7688588700000001,0.18223336900000006,0.03833082,0.01057694,1996
94,0.753372521,0.169058118,0.046428141000000006,0.031141224,1996
94,0.7798490825707,0.17256197322553998,0.021189434844403995,0.026399509359160002,Draft Final
95,0.928091325,0.055174958,0.01440973,0.002323986,1996
95,0.8925559080423999,0.07859211537021,0.0007161273835422315,0.02813584920227037,Draft Final
96,0.7845012709999999,0.147331754,0.03824353999999999,0.029923436,1996
96,0.825698356001,0.12372801580981999,0.015695063781022,0.03487856440835,Draft Final
97,0.8226626921508,0.13503276091791,0.027016458872147996,0.015288088059510003,Draft Final
97,0.855819566,0.098573,0.025587020999999998,0.020020413,1996
98,0.21082692104148,0.47908667528090004,0.24570078545159998,0.06438561822614,Draft Final
98,0.24476089999999998,0.46370519999999993,0.23582609999999996,0.055707800000000016,1996
99,0.25301624644679,0.45696871577849996,0.22979699220519997,0.060218045569660004,Draft Final
99,0.29371308,0.433649315,0.22054060800000003,0.05209699799999999,1996
100,0.41291024,0.43518786000000004,0.114410603,0.03749129999999999,1996
100,0.3697813184327,0.46880353195979996,0.12536717682923001,0.036047972778250004,Draft Final
101,0.34689569685344,0.589623260647,0.05419911181748,0.00928193068211403,Draft Final
101,0.30079511000000003,0.5136818599999999,0.148408434,0.03711459500000001,1996
102,0.2964,0.31321747299999997,0.31929340600000006,0.07108911899999999,1996
102,0.25882994110279,0.3401467519726529,0.32173700125921,0.07928630566554301,Draft Final
103,0.23646902534097003,0.4113260246732,0.3386074327355,0.013597517250673001,Draft Final
103,0.2038272,0.37774729500000004,0.35468258,0.063742927,1996
104,0.28040327,0.33578645599999996,0.345475015,0.038335260999999995,1996
104,0.25162633324309003,0.3541473640069,0.34147573362918404,0.052750569120966,Draft Final
105,0.4633032548399,0.16894991354923,0.06920198023403999,0.29854485137697995,Draft Final
105,0.48661962099999995,0.15907964999999996,0.072818204,0.281482522,1996
106,0.48661962099999995,0.15907964999999996,0.072818204,0.281482522,1996
106,0.4633032548399,0.16894991354923,0.06920198023403999,0.29854485137697995,Draft Final
107,0.632017914,0.14732351700000001,0.07999228,0.140666285,1996
107,0.6847745623197,0.20742210327401,0.025301738016050002,0.08250159639009887,Draft Final
108,0.673577157,0.122941525,0.083516087,0.11996523399999999,1996
108,0.7702014993891,0.16490775193885998,0.010363545774127,0.05452720289808421,Draft Final
109,0.06260361944371,0.33894337070477,0.18528796079034998,0.41316504906121,Draft Final
109,0.097717719,0.33451873600000004,0.203366281,0.364397263,1996
110,0.097717719,0.33451873600000004,0.203366281,0.364397263,1996
110,0.06260361944371,0.33894337070477,0.18528796079034998,0.41316504906121,Draft Final
111,0.152474162,0.38723337799999996,0.29435574099999995,0.16593671899999998,1996
111,0.18971834113907,0.5905137441876,0.14604314503689997,0.07372476963657902,Draft Final
112,0.18381896800000003,0.297377863,0.339403314,0.17939986100000002,1996
112,0.23381293993586,0.4149276622321,0.2519240969838,0.0993353008482096,Draft Final
113,0.08474134591803001,0.23037781684285,0.32390927767120004,0.3609715595676,Draft Final
113,0.12415333099999998,0.23291165099999997,0.37200579300000003,0.270929217,1996
114,0.130614703,0.20185895199999998,0.44936877000000003,0.21815756999999997,1996
114,0.14397622828791,0.29178211071220006,0.46184968567539997,0.10239197532433998,Draft Final
115,0.560090933,0.23749688000000002,0.005107517999999999,0.197304664,1996
115,0.5382379440623,0.24622829983629999,0.041127409256849,0.17440634684408002,Draft Final
116,0.6016501719999999,0.213114887,0.00863133,0.176603608,1996
116,0.5720323823276,0.21993478781130002,0.045177585179975,0.16285524468136,Draft Final
117,0.08054718100000001,0.4774067369999999,0.21947098099999998,0.222575095,1996
117,0.046740575336670004,0.4683861683895,0.2556110755401,0.22926218073378798,Draft Final
118,0.11189198500000001,0.38755123199999997,0.264518554,0.236038234,1996
118,0.07849771141189998,0.3743259041175,0.2981682779716,0.24900810649907001,Draft Final
119,0.058687721,0.292032317,0.37448401400000003,0.27479594599999996,1996
119,0.02424371721382,0.2808009425016,0.3890813528275,0.305873987457,Draft Final
120,0.62519598,0.12402500500000001,0.050823823000000004,0.199955198,1996
120,0.6021789362048,0.13702134704059998,0.042931161550619996,0.21786855520482004,Draft Final
121,0.6359480889528,0.11135408254095001,0.04695124373687,0.20574658476941005,Draft Final
121,0.6667552250000001,0.09964300699999999,0.054347626999999996,0.179254136,1996
122,0.14565223,0.363934861,0.26518728,0.22522562599999998,1996
122,0.10492494689910001,0.3662906272623,0.25418354228059997,0.27460088355796597,Draft Final
123,0.176997036,0.27407935200000005,0.31023485199999995,0.23868875100000003,1996
123,0.14000513763865,0.2703908960242,0.2949893457742,0.2946146205629401,Draft Final
124,0.12379277,0.17856044000000001,0.420200313,0.277446475,1996
124,0.08240248343661999,0.18083681762880002,0.38447713107610004,0.35228356785847,Draft Final
125,0.6130635189999999,0.163116682,0.07455392,0.149265873,1996
125,0.6145402899996,0.17478166210874996,0.07710381608016001,0.13357423181202002,Draft Final
126,0.6501387437661,0.14896027319489002,0.08166508355440001,0.11923589948405,Draft Final
126,0.6546227609999999,0.138734689,0.078077728,0.128564818,1996
