Map,AM Peak,Midday,PM Peak,Night,Version
77,0.2670976405341953,0.47622580295245165,0.09753426719506855,0.15914228931828459,Draft Final
78,0.28900668999999996,0.42997133299999996,0.08756170000000002,0.193460275,1996
78,0.29600499875656433,0.43875903911039676,0.09836437686824122,0.1668715852647975,Draft Final
79,0.264942772,0.466723188,0.08478168800000001,0.18355235,1996
79,0.2670976405341953,0.47622580295245165,0.09753426719506855,0.15914228931828459,Draft Final
80,0.32792833734281635,0.4646785357170582,0.0892391430232751,0.11815398391685047,Draft Final
80,0.33061224499999997,0.453061224,0.074829932,0.141496597,1996
81,0.32792833734281635,0.4646785357170582,0.0892391430232751,0.11815398391685047,Draft Final
81,0.33061224499999997,0.453061224,0.074829932,0.141496597,1996
82,0.32792833734281635,0.4646785357170582,0.0892391430232751,0.11815398391685047,Draft Final
82,0.33061224499999997,0.453061224,0.074829932,0.141496597,1996
83,0.32792833734281635,0.4646785357170582,0.0892391430232751,0.11815398391685047,Draft Final
83,0.33061224499999997,0.453061224,0.074829932,0.141496597,1996
84,0.2670976405341953,0.47622580295245165,0.09753426719506855,0.15914228931828459,Draft Final
84,0.264942772,0.466723188,0.08478168800000001,0.18355235,1996
85,0.29600499875656433,0.43875903911039676,0.09836437686824122,0.1668715852647975,Draft Final
85,0.28900668999999996,0.42997133299999996,0.08756170000000002,0.193460275,1996
86,0.20353625753274124,0.36475493798803676,0.22618740230263834,0.20552140217658352,Draft Final
86,0.20874498800000002,0.368197167,0.21922523000000002,0.204248755,1996
87,0.18761630010657226,0.33543137476838475,0.2187505543383158,0.25820177078672735,Draft Final
87,0.19216725299999998,0.334764488,0.217199498,0.256394166,1996
88,0.264942772,0.466723188,0.08478168800000001,0.18355235,1996
88,0.2670976405341953,0.47622580295245165,0.09753426719506855,0.15914228931828459,Draft Final
89,0.29600499875656433,0.43875903911039676,0.09836437686824122,0.1668715852647975,Draft Final
89,0.28900668999999996,0.42997133299999996,0.08756170000000002,0.193460275,1996
90,0.5,0.0,0.0,0.5,Draft Final
90,0.0,0.0,0.0,1.0,1996
91,0.8844992237310013,0.08270133833459753,0.020747340958505472,0.012052096975895946,Draft Final
91,0.9001395810000001,0.062010042999999994,0.019747158,0.01810322,1996
92,0.8104613334056139,0.15842189984833316,0.01250943111513482,0.01860733563091819,Draft Final
92,0.869947147,0.07784996300000001,0.024441052999999997,0.027761839000000003,1996
93,0.8026139963026148,0.1457641896457639,0.036567960036567725,0.015053854015053835,Draft Final
93,0.836369121,0.10929500999999998,0.0348051,0.019530768,1996
94,0.7911683610000001,0.13094366799999999,0.041109861000000004,0.036778114,1996
94,0.7979007546139726,0.14058172440659314,0.016137946075748925,0.04537957490368521,Draft Final
95,0.939174219,0.040757299999999996,0.013943794,0.006124686,1996
95,0.8998413848599851,0.04542384162742051,0.000580441310774693,0.05415433220181987,Draft Final
96,0.7638327619999999,0.14407192600000002,0.034305806,0.05778950699999999,1996
96,0.8246092356121639,0.10424505701479753,0.008521562464050577,0.06262414490898813,Draft Final
97,0.8435854430481975,0.09757201277202728,0.024292027431075752,0.0345505167486993,Draft Final
97,0.8298034799999999,0.09639199699999998,0.022952461999999996,0.050852061000000004,1996
98,0.2604619546223421,0.47032753114945947,0.21358404013332502,0.05562647409487327,Draft Final
98,0.27692459999999997,0.4783251,0.19196649999999998,0.052783800000000006,1996
99,0.3079443606143103,0.4398840311171215,0.19975910865591992,0.05241249961264824,Draft Final
99,0.32301770799999996,0.44732159999999993,0.179523846,0.050136847,1996
100,0.476023186,0.374448813,0.117493981,0.032034022999999995,1996
100,0.44568281896155826,0.40592596048615404,0.11626954921956958,0.032121671332717906,Draft Final
101,0.41781827046398967,0.5342067421174022,0.03975062725761263,0.008224360160995916,Draft Final
101,0.33505670800000004,0.4901643970000001,0.141499052,0.033279842000000004,1996
102,0.310290013,0.42562331499999995,0.19929251199999998,0.06479415799999999,1996
102,0.3056665465189773,0.37224761782145876,0.26127736279125724,0.060808472868306915,Draft Final
103,0.2872441344275036,0.3743966392852351,0.3232507288431655,0.01510849744409589,Draft Final
103,0.284966247,0.334875387,0.348304679,0.031853689,1996
104,0.289210543,0.376221676,0.292933556,0.041634227,1996
104,0.2873128472864994,0.35913645179819687,0.3220128797440437,0.031537821171259695,Draft Final
105,0.49050004202466624,0.16387422111133348,0.064248754380718,0.2813769824832826,Draft Final
105,0.49277755599999995,0.16813326699999998,0.055469346,0.283619828,1996
106,0.49277755599999995,0.16813326699999998,0.055469346,0.283619828,1996
106,0.49050004202466624,0.16387422111133348,0.064248754380718,0.2813769824832826,Draft Final
107,0.6284947,0.147117277,0.07103699399999999,0.15335102499999997,1996
107,0.7039178684339281,0.17967357035603432,0.029562082582266603,0.0868464786277708,Draft Final
108,0.681449312,0.131026078,0.069460683,0.11806393,1996
108,0.8130760190561774,0.1400383730232346,0.01170888365242176,0.03517672426816619,Draft Final
109,0.09885424300054281,0.33874439857819955,0.21202580103508473,0.35037555738617293,Draft Final
109,0.096833818,0.33215212600000005,0.213914194,0.357099861,1996
110,0.096833818,0.33215212600000005,0.213914194,0.357099861,1996
110,0.09885424300054281,0.33874439857819955,0.21202580103508473,0.35037555738617293,Draft Final
111,0.178491554,0.389415266,0.29156001,0.14053316999999999,1996
111,0.27415996662154846,0.5542488954096564,0.14353821164851338,0.028052926320281554,Draft Final
112,0.20104883500000004,0.32297110100000004,0.32150054,0.15447953000000003,1996
112,0.29143268264856803,0.42717732690622695,0.23055542991608047,0.05083456052912452,Draft Final
113,0.13339555756716448,0.23384062537072503,0.37541495550331966,0.25734886155879094,Draft Final
113,0.142637782,0.23476959599999997,0.378824112,0.243768502,1996
114,0.153480876,0.211856703,0.470247344,0.16441507200000002,1996
114,0.18988411847749964,0.3044741486684659,0.461959610588222,0.04368212226581222,Draft Final
115,0.568207322,0.21351292900000002,0.012998511,0.205281233,1996
115,0.5657349144291682,0.22613878428920395,0.009078461941755628,0.19904783933987263,Draft Final
116,0.618309416,0.195272295,0.014689595,0.171728691,1996
116,0.6103914386290585,0.2043313909662449,0.01166833155862725,0.1736088388460691,Draft Final
117,0.117198772,0.46319180099999996,0.236388718,0.183220703,1996
117,0.09909328222097952,0.4713471753461106,0.2284377157704856,0.20112182666242429,Draft Final
118,0.135474881,0.39762038,0.26480317400000003,0.20210157,1996
118,0.12393196399177969,0.39337467268454474,0.2651926767530887,0.21750068657058658,Draft Final
119,0.09511671199999999,0.28427983700000004,0.416222811,0.204380638,1996
119,0.07668325826835418,0.2873356306210855,0.3942277507438638,0.24175336036669662,Draft Final
120,0.619429395,0.12069685000000001,0.050103275,0.209770486,1996
120,0.6240855272572795,0.12270950840051344,0.05060730918319681,0.20259765515901024,Draft Final
121,0.6700824349933603,0.10142772425509328,0.05212426607655262,0.17636557467499372,Draft Final
121,0.672492276,0.103073583,0.049829545,0.174604591,1996
122,0.170004074,0.364635004,0.277226322,0.188134597,1996
122,0.1581840165255854,0.36510630741340594,0.2718183071118716,0.2048913689491371,Draft Final
123,0.19281000699999995,0.29732991500000006,0.304924703,0.204935366,1996
123,0.18527925226012631,0.2862851958291851,0.3082047909267971,0.2202307609838914,Draft Final
124,0.14380761199999997,0.18923376300000003,0.458947938,0.208010685,1996
124,0.13341556732765894,0.18336846863346085,0.4383105203201244,0.2449054437187559,Draft Final
125,0.611770057,0.160212095,0.067023668,0.160994174,1996
125,0.6137182287495354,0.162007939864145,0.07093922655333183,0.15333460483298794,Draft Final
126,0.6596691202142386,0.14147417488763508,0.07191829635951585,0.12693840853861035,Draft Final
126,0.664067749,0.14407474699999998,0.065688248,0.126169252,1996
